stabu,tabu0,ta20.txt,189,2549747212,6,1,0.0500906,0.760417
stabu,tabu0,ta20.txt,189,2549747212,13,2,0.0584587,0.771807
stabu,tabu0,ta20.txt,189,2549747212,20,3,0.0621056,0.777702
stabu,tabu0,ta20.txt,189,2549747212,26,4,0.0591427,0.744652
stabu,tabu0,ta20.txt,189,2549747212,33,5,0.0650017,0.747187
stabu,tabu0,ta20.txt,189,2549747212,39,6,0.0700768,0.80711
stabu,tabu0,ta20.txt,189,2549747212,46,7,0.0686572,0.808317
stabu,tabu0,ta20.txt,189,2549747212,52,8,0.0703663,0.809126
stabu,tabu0,ta20.txt,189,2549747212,59,9,0.0713673,0.809463
stabu,tabu0,ta20.txt,189,2549747212,65,10,0.0721862,0.810312
stabu,tabu0,ta20.txt,189,2549747212,72,11,0.0723402,0.810964
stabu,tabu0,ta20.txt,189,2549747212,79,12,0.0714307,0.81592
stabu,tabu0,ta20.txt,189,2549747212,85,13,0.0695993,0.81548
stabu,tabu0,ta20.txt,189,2549747212,92,14,0.0701827,0.816502
stabu,tabu0,ta20.txt,189,2549747212,98,15,0.0717688,0.81729
stabu,tabu0,ta20.txt,189,2549747212,105,16,0.0728337,0.817402
stabu,tabu0,ta20.txt,189,2549747212,111,17,0.0737751,0.81796
stabu,tabu0,ta20.txt,189,2549747212,118,18,0.0745667,0.818182
stabu,tabu0,ta20.txt,189,2549747212,125,19,0.0725177,0.816463
stabu,tabu0,ta20.txt,189,2549747212,131,20,0.0726684,0.81691
stabu,tabu0,ta20.txt,189,2549747212,138,21,0.0592589,0.751214
stabu,tabu0,ta20.txt,189,2549747212,144,22,0.0594586,0.751666
stabu,tabu0,ta20.txt,189,2549747212,151,23,0.0661936,0.754919
stabu,tabu0,ta20.txt,189,2549747212,157,24,0.0665377,0.755211
stabu,tabu0,ta20.txt,189,2549747212,164,25,0.0671336,0.756517
stabu,tabu0,ta20.txt,189,2549747212,170,26,0.0675541,0.757665
stabu,tabu0,ta20.txt,189,2549747212,177,27,0.0678817,0.757808
stabu,tabu0,ta20.txt,189,2549747212,184,28,0.0679436,0.757951
stabu,tabu0,ta20.txt,189,2549747212,190,29,0.0686898,0.758803
stabu,tabu0,ta20.txt,189,2549747212,197,30,0.0702003,0.759368
stabu,tabu0,ta20.txt,189,2549747212,203,31,0.0702802,0.759368
stabu,tabu0,ta20.txt,189,2549747212,210,32,0.0703568,0.759508
stabu,tabu0,ta20.txt,189,2549747212,216,33,0.0704738,0.759649
stabu,tabu0,ta20.txt,189,2549747212,223,34,0.0707834,0.75979
stabu,tabu0,ta20.txt,189,2549747212,230,35,0.0712927,0.76007
stabu,tabu0,ta20.txt,189,2549747212,236,36,0.0716614,0.76021
stabu,tabu0,ta20.txt,189,2549747212,243,37,0.0719913,0.76035
stabu,tabu0,ta20.txt,189,2549747212,249,38,0.0726821,0.760629
stabu,tabu0,ta20.txt,189,2549747212,256,39,0.0728155,0.761324
stabu,tabu0,ta20.txt,189,2549747212,262,40,0.0728952,0.761463
stabu,tabu0,ta20.txt,189,2549747212,269,41,0.0732028,0.761877
stabu,tabu0,ta20.txt,189,2549747212,276,42,0.0738697,0.761877
stabu,tabu0,ta20.txt,189,2549747212,282,43,0.0740593,0.762153
stabu,tabu0,ta20.txt,189,2549747212,289,44,0.0741772,0.762565
stabu,tabu0,ta20.txt,189,2549747212,295,45,0.0802163,0.763385
stabu,tabu0,ta20.txt,189,2549747212,302,46,0.0804276,0.763657
stabu,tabu0,ta20.txt,189,2549747212,308,47,0.0804664,0.763657
stabu,tabu0,ta20.txt,189,2549747212,315,48,0.0805744,0.763929
stabu,tabu0,ta20.txt,189,2549747212,321,49,0.0806449,0.763929
stabu,tabu0,ta20.txt,189,2549747212,328,50,0.0806727,0.763929
stabu,tabu0,ta20.txt,189,2549747212,335,51,0.0852307,0.7642
stabu,tabu0,ta20.txt,189,2549747212,341,52,0.085412,0.764874
stabu,tabu0,ta20.txt,189,2549747212,348,53,0.0854843,0.764874
