stabu,tabutime,ta34.txt,156,0,2655531912,1856,6,0
stabu,tabutime,ta34.txt,156,0,2655531912,1855,10,0
stabu,tabutime,ta34.txt,156,0,2655531912,1850,10,0
stabu,tabutime,ta34.txt,156,0,2655531912,1849,10,0
stabu,tabutime,ta34.txt,156,0,2655531912,1848,11,0
stabu,tabutime,ta34.txt,156,0,2655531912,1847,11,0
stabu,tabutime,ta34.txt,156,0,2655531912,1844,11,0
stabu,tabutime,ta34.txt,156,0,2655531912,1842,11,0
stabu,tabutime,ta34.txt,156,0,2655531912,1841,12,1
stabu,tabutime,ta34.txt,156,0,2655531912,1840,12,1
stabu,tabutime,ta34.txt,156,0,2655531912,1839,12,1
stabu,tabutime,ta34.txt,156,0,2655531912,1837,12,1
stabu,tabutime,ta34.txt,156,0,2655531912,1836,17,1
stabu,tabutime,ta34.txt,156,0,2655531912,1835,20,1
stabu,tabutime,ta34.txt,156,0,2655531912,1834,38,3
stabu,tabutime,ta34.txt,156,0,2655531912,1833,146,13
stabu,tabutime,ta34.txt,156,0,2655531912,1832,195,17
stabu,tabutime,ta34.txt,156,0,2655531912,1832,1801,162
